client_id;prenom;nom;genre;age;email;telephone;ville;pays;date_inscription;segment_client
C0417;Alpha;Savané;M;60;alpha.savané20@outlook.com;+224 668 35 68 65;Dakar;Sénégal;2024-05-18;Nouveau
C0418;Fodé;Doumbouya;M;38;fode.doumbouya3@outlook.com;+224 641 71 70 28;Abidjan;Côte d'Ivoire;2023-08-09;Premium
C0419;Moussa;Traoré;M;35;moussa.traoré2@yahoo.fr;+224 662 21 73 95;Paris;France;2023-04-11;Premium
C0420;Aliou;Baldé;M;50;aliou.baldé66@yahoo.fr;+224 622 79 11 19;Nzérékoré;Guinée;2023-08-30;Standard
C0421;Paul;Sylla;M;20;paul.sylla56@outlook.com;+224 651 97 13 81;Labé;Guinée;2023-01-08;Premium
C0422;Naby;Doumbouya;M;36;naby.doumbouya16@gmail.com;+224 666 28 61 40;Nzérékoré;Guinée;2023-05-19;Nouveau
C0423;Aurélie;Condé;F;33;aurelie.condé99@orange.gn;+224 627 61 84 79;Paris;France;2023-04-20;Standard
C0424;Lansana;Touré;M;35;lansana.touré5@hotmail.com;+224 632 66 63 63;Mamou;Guinée;2023-05-22;Standard
C0425;Hadja;Baldé;F;20;hadja.baldé13@hotmail.com;+224 671 44 19 21;Dakar;Sénégal;2024-03-09;Nouveau
C0426;Léa;Diakité;F;62;lea.diakité13@gmail.com;+224 666 55 95 22;Kindia;Guinée;2025-01-11;Premium
C0427;Aminata;Fofana;F;44;aminata.fofana98@yahoo.fr;+224 648 79 91 72;Kankan;Guinée;2023-12-03;Nouveau
C0428;Aminata;Sylla;F;18;aminata.sylla57@hotmail.com;+224 680 26 81 75;Dakar;Sénégal;2024-04-28;Standard
C0429;Souleymane;Condé;M;39;souleymane.condé33@outlook.com;+224 654 68 23 97;Conakry;Guinée;2023-09-10;Premium
C0430;Amadou;Baldé;M;46;amadou.baldé49@gmail.com;+224 676 98 35 54;Paris;France;2023-09-02;Nouveau
C0431;Ousmane;Sylla;M;51;ousmane.sylla91@orange.gn;+224 646 36 40 26;Conakry;Guinée;2023-02-16;Standard
C0432;Tiguidanké;Kouyaté;F;48;tiguidanke.kouyaté36@outlook.com;+224 625 22 79 71;Conakry;Guinée;2024-10-25;Standard
C0433;Hawa;Kouyaté;F;28;hawa.kouyaté77@outlook.com;+224 626 12 93 89;Conakry;Guinée;2024-12-15;Standard
C0434;Paul;Touré;M;53;paul.touré80@orange.gn;+224 685 69 65 68;Paris;France;2025-01-13;Standard
C0435;Mariama;Traoré;F;22;mariama.traoré36@orange.gn;+224 679 94 98 26;Conakry;Guinée;2024-02-05;Standard
C0436;Saran;Diallo;F;40;saran.diallo19@outlook.com;+224 675 53 67 12;Conakry;Guinée;2024-09-13;Standard
C0437;Aboubacar;Sow;M;37;aboubacar.sow94@gmail.com;+224 662 36 92 68;Paris;France;2025-03-07;Standard
C0438;Lansana;Bah;M;29;lansana.bah96@orange.gn;+224 650 33 13 73;Conakry;Guinée;2023-09-07;Premium
C0439;Cheick;Diakité;M;58;cheick.diakité60@yahoo.fr;+224 674 65 13 35;Kankan;Guinée;2023-09-24;Standard
C0440;Souleymane;Diallo;M;18;souleymane.diallo82@gmail.com;+224 693 39 26 50;Boké;Guinée;2023-09-15;Nouveau
C0441;Lansana;Sow;M;23;lansana.sow33@hotmail.com;+224 686 39 89 47;Boké;Guinée;2025-02-18;Premium
C0442;Isabelle;Diakité;F;46;isabelle.diakité74@outlook.com;+224 698 37 96 53;Mamou;Guinée;2024-01-27;Premium
C0443;Aliou;Bah;M;60;aliou.bah86@gmail.com;+224 623 90 75 84;Nzérékoré;Guinée;2024-11-29;Standard
C0444;Coumba;Camara;F;39;coumba.camara47@hotmail.com;+224 625 55 32 29;Conakry;Guinée;2024-06-25;Standard
C0445;Djeneba;Barry;F;20;djeneba.barry53@outlook.com;+224 652 87 52 48;Kankan;Guinée;2023-06-06;Nouveau
C0446;Thierno;Savané;M;18;thierno.savané33@orange.gn;+224 647 16 41 34;Labé;Guinée;2023-12-11;Premium
C0447;Pierre;Condé;M;31;pierre.condé56@hotmail.com;+224 698 67 57 69;Boké;Guinée;2023-06-30;Standard
C0448;Fodé;Fofana;M;25;fode.fofana18@yahoo.fr;+224 665 29 25 72;Paris;France;2023-04-30;Premium
C0449;Sophie;Diakité;F;34;sophie.diakité82@orange.gn;+224 652 82 23 52;Abidjan;Côte d'Ivoire;2023-11-09;Standard
C0450;Saran;Bah;F;53;saran.bah28@hotmail.com;+224 663 65 68 80;Labé;Guinée;2024-09-27;Standard
C0451;Youssouf;Bangoura;M;48;youssouf.bangoura4@hotmail.com;+224 633 75 15 21;Paris;France;2023-10-14;Premium
C0452;Kerfala;Touré;M;25;kerfala.touré87@gmail.com;+224 659 95 27 41;Conakry;Guinée;2023-10-18;Standard
C0453;Kadiatou;Diakité;F;37;kadiatou.diakité59@gmail.com;+224 663 36 33 40;Paris;France;2023-11-07;Standard
C0454;Hawa;Keita;F;35;hawa.keita41@hotmail.com;+224 684 65 98 17;Mamou;Guinée;2023-11-07;Standard
C0455;Claire;Condé;F;47;claire.condé13@orange.gn;+224 657 37 90 75;Dakar;Sénégal;2023-06-13;Nouveau
C0456;Aliou;Barry;M;44;aliou.barry57@yahoo.fr;+224 635 46 93 84;Boké;Guinée;2023-04-22;Standard
C0457;Awa;Barry;F;59;awa.barry75@yahoo.fr;+224 632 92 24 33;Mamou;Guinée;2025-01-02;Nouveau
C0458;Jean;Touré;M;57;jean.touré91@gmail.com;+224 631 30 53 79;Boké;Guinée;2023-02-22;Nouveau
C0459;Thierno;Kanté;M;38;thierno.kanté87@gmail.com;+224 685 53 60 30;Boké;Guinée;2023-03-08;Standard
C0460;Ramatoulaye;Kouyaté;F;62;ramatoulaye.kouyaté89@gmail.com;+224 643 24 18 83;Paris;France;2025-01-07;Standard
C0461;Saran;Traoré;F;32;saran.traoré41@outlook.com;+224 667 59 53 81;Abidjan;Côte d'Ivoire;2025-01-09;Standard
C0462;Awa;Barry;F;39;awa.barry36@orange.gn;+224 673 83 26 99;Conakry;Guinée;2023-11-23;Standard
C0463;Sophie;Kouyaté;F;28;sophie.kouyaté33@hotmail.com;+224 663 54 40 22;Kindia;Guinée;2023-04-23;Standard
C0464;Aissatou;Sylla;F;23;aissatou.sylla81@gmail.com;+224 674 25 56 82;Conakry;Guinée;2023-07-30;Standard
C0465;Alpha;Kanté;M;54;alpha.kanté35@gmail.com;+224 644 46 14 21;Nzérékoré;Guinée;2024-11-28;Standard
C0466;Fatoumata;Baldé;F;23;fatoumata.baldé54@outlook.com;+224 692 80 40 52;Conakry;Guinée;2023-03-08;Standard
C0467;Fatoumata;Sylla;F;54;fatoumata.sylla17@outlook.com;+224 670 93 50 44;Labé;Guinée;2025-02-05;Nouveau
C0468;Marie;Bangoura;F;62;marie.bangoura99@yahoo.fr;+224 650 55 55 78;Mamou;Guinée;2024-03-07;Standard
C0469;Mohamed;Camara;M;20;mohamed.camara41@outlook.com;+224 680 42 31 38;Abidjan;Côte d'Ivoire;2023-12-22;Nouveau
C0470;Aliou;Diakité;M;24;aliou.diakité34@yahoo.fr;+224 630 86 13 55;Mamou;Guinée;2023-02-28;Nouveau
C0471;Kadiatou;Cissé;F;34;kadiatou.cissé67@outlook.com;+224 687 67 23 93;Abidjan;Côte d'Ivoire;2023-07-31;Standard
C0472;Léa;Diakité;F;56;lea.diakité30@gmail.com;+224 636 90 25 64;Conakry;Guinée;2024-05-05;Standard
C0473;Coumba;Diakité;F;40;coumba.diakité71@gmail.com;+224 627 28 47 96;Conakry;Guinée;2023-05-24;Standard
C0474;Thierno;Keita;M;58;thierno.keita34@outlook.com;+224 655 14 69 42;Conakry;Guinée;2023-08-11;Standard
C0475;Youssouf;Savané;M;35;youssouf.savané76@orange.gn;+224 638 73 79 89;Kindia;Guinée;2024-06-10;Nouveau
C0476;Amadou;Sylla;M;61;amadou.sylla8@outlook.com;+224 692 67 99 89;Conakry;Guinée;2023-04-18;Standard
C0477;Aliou;Cissé;M;42;aliou.cissé58@gmail.com;+224 620 37 44 99;Kindia;Guinée;2024-01-03;Nouveau
C0478;Catherine;Camara;F;20;catherine.camara17@outlook.com;+224 621 24 96 21;Abidjan;Côte d'Ivoire;2024-05-02;Nouveau
C0479;François;Traoré;M;23;françois.traoré57@yahoo.fr;+224 642 23 36 82;Kindia;Guinée;2024-09-26;Standard
C0480;Jean;Touré;M;39;jean.touré4@hotmail.com;+224 635 71 19 81;Mamou;Guinée;2023-10-03;Standard
C0481;David;Cissé;M;62;david.cissé38@orange.gn;+224 676 47 54 84;Conakry;Guinée;2023-02-26;Nouveau
C0482;Mariama;Diakité;F;20;mariama.diakité11@orange.gn;+224 631 78 92 72;Conakry;Guinée;2024-07-04;Premium
C0483;Moussa;Diakité;M;37;moussa.diakité86@outlook.com;+224 628 40 97 82;Labé;Guinée;2023-07-21;Standard
C0484;Sophie;Baldé;F;57;sophie.baldé39@yahoo.fr;+224 668 56 78 89;Nzérékoré;Guinée;2025-02-13;Standard
C0485;Sékou;Touré;M;42;sekou.touré87@yahoo.fr;+224 620 87 59 35;Kankan;Guinée;2023-04-19;Standard
C0486;Mabinty;Kouyaté;F;20;mabinty.kouyaté73@gmail.com;+224 677 33 85 60;Conakry;Guinée;2024-12-27;Premium
C0487;Fodé;Baldé;M;61;fode.baldé95@orange.gn;+224 673 16 66 11;Dakar;Sénégal;2023-12-22;Standard
C0488;David;Keita;M;61;david.keita69@gmail.com;+224 690 41 53 32;Dakar;Sénégal;2024-09-12;Premium
C0489;Hadja;Diakité;F;31;hadja.diakité80@outlook.com;+224 652 16 25 67;Labé;Guinée;2024-03-11;Premium
C0490;Mabinty;Condé;F;38;mabinty.condé15@outlook.com;+224 638 52 18 92;Dakar;Sénégal;2024-09-13;Premium
C0491;Hawa;Cissé;F;52;hawa.cissé91@outlook.com;+224 645 37 89 69;Dakar;Sénégal;2023-03-05;Standard
C0492;Amadou;Fofana;M;52;amadou.fofana39@hotmail.com;+224 640 33 10 92;Boké;Guinée;2023-08-31;Standard
C0493;Julien;Kouyaté;M;61;julien.kouyaté83@gmail.com;+224 676 38 74 98;Kankan;Guinée;2025-03-05;Standard
C0494;Nènè;Touré;F;45;nene.touré38@gmail.com;+224 633 76 76 61;Kankan;Guinée;2023-06-24;Standard
C0495;Aboubacar;Diallo;M;24;aboubacar.diallo59@yahoo.fr;+224 631 78 57 31;Conakry;Guinée;2024-02-24;Standard
C0496;Boubacar;Diakité;M;44;boubacar.diakité15@gmail.com;+224 688 50 75 14;Mamou;Guinée;2024-01-06;Nouveau
C0497;Oumou;Diallo;F;52;oumou.diallo47@gmail.com;+224 699 18 46 44;Kankan;Guinée;2025-01-30;Standard
C0498;Djénabou;Diallo;F;19;djenabou.diallo3@orange.gn;+224 674 29 16 27;Conakry;Guinée;2024-12-10;Nouveau
C0499;Thierno;Sylla;M;27;thierno.sylla73@yahoo.fr;+224 626 98 20 12;Kankan;Guinée;2024-03-01;Standard
C0500;Camille;Sow;F;53;camille.sow85@orange.gn;+224 661 33 75 70;Dakar;Sénégal;2024-10-28;Nouveau
